rms_x,rms_y,rms_z,pw,label
0.05,1.09,0.05,141.08,normal
0.05,1.09,0.05,142.26,normal
0.05,1.09,0.05,140.91,normal
0.05,1.09,0.05,142.60,normal
0.05,1.09,0.05,142.38,normal
0.05,1.09,0.04,141.56,normal
0.05,1.09,0.05,146.38,normal
0.05,1.09,0.05,142.22,normal
0.05,1.09,0.05,143.11,normal
0.05,1.09,0.05,136.20,normal
0.05,1.09,0.05,130.50,normal
0.05,1.09,0.04,140.18,normal
0.05,1.09,0.05,140.56,normal
0.05,1.09,0.05,139.96,normal
0.05,1.09,0.05,141.53,normal
0.05,1.09,0.05,131.66,normal
0.05,1.09,0.05,130.83,normal
0.05,1.09,0.04,142.39,normal
0.05,1.09,0.05,141.12,normal
0.05,1.09,0.05,137.74,normal
0.05,1.09,0.05,136.62,normal
0.05,1.09,0.05,129.86,normal
0.05,1.09,0.05,146.30,normal
0.05,1.09,0.05,141.45,normal
0.05,1.09,0.05,138.93,normal
0.05,1.09,0.05,136.96,normal
0.05,1.09,0.05,141.71,normal
0.05,1.09,0.05,144.10,normal
0.05,1.09,0.05,145.25,normal
0.05,1.09,0.05,138.15,normal
0.05,1.09,0.05,135.48,normal
0.05,1.09,0.05,146.96,normal
0.05,1.09,0.05,144.98,normal
0.05,1.09,0.05,140.52,normal
0.05,1.09,0.05,139.01,normal
0.05,1.09,0.04,131.15,normal
0.05,1.09,0.05,135.73,normal
0.05,1.09,0.05,140.24,normal
0.05,1.09,0.04,140.29,normal
0.05,1.09,0.05,140.65,normal
0.05,1.09,0.05,136.12,normal
0.05,1.09,0.05,132.84,normal
0.05,1.09,0.05,143.64,normal
0.05,1.09,0.05,139.97,normal
0.05,1.09,0.05,135.04,normal
0.05,1.09,0.05,150.39,normal
0.05,1.09,0.05,137.05,normal
0.05,1.09,0.05,142.47,normal
0.05,1.09,0.05,141.81,normal
0.05,1.09,0.05,139.36,normal
0.05,1.09,0.05,139.58,normal
0.05,1.09,0.04,141.26,normal
0.05,1.09,0.04,137.03,normal
0.05,1.09,0.05,141.49,normal
0.05,1.09,0.05,145.07,normal
0.05,1.09,0.04,140.46,normal
0.05,1.09,0.05,142.61,normal
0.05,1.09,0.05,135.30,normal
0.05,1.09,0.04,131.28,normal
0.05,1.09,0.04,139.31,normal
0.05,1.09,0.04,141.18,normal
0.05,1.09,0.05,142.14,normal
0.05,1.09,0.05,144.22,normal
0.05,1.09,0.05,135.91,normal
0.05,1.09,0.05,132.63,normal
0.05,1.09,0.04,139.34,normal
0.05,1.09,0.05,142.02,normal
0.05,1.09,0.05,135.01,normal
0.05,1.09,0.05,143.28,normal
0.05,1.09,0.04,134.26,normal
0.05,1.09,0.05,142.41,normal
0.05,1.09,0.05,142.50,normal
0.05,1.09,0.05,134.98,normal
0.05,1.09,0.05,141.36,normal
0.05,1.09,0.05,142.13,normal
0.05,1.09,0.05,140.34,normal
0.05,1.09,0.05,147.65,normal
0.05,1.09,0.04,138.15,normal
0.05,1.09,0.05,133.00,normal
0.05,1.09,0.05,141.37,normal
0.05,1.09,0.05,137.31,normal
0.05,1.09,0.05,138.31,normal
0.05,1.09,0.05,140.98,normal
0.05,1.09,0.05,136.14,normal
0.05,1.09,0.05,135.57,normal
0.05,1.09,0.04,134.21,normal
0.05,1.09,0.04,133.20,normal
0.05,1.09,0.05,140.25,normal
0.05,1.09,0.05,138.75,normal
0.05,1.09,0.05,138.95,normal
0.05,1.09,0.05,137.50,normal
0.05,1.09,0.05,144.85,normal
0.05,1.09,0.05,141.10,normal
0.05,1.09,0.04,144.43,normal
0.05,1.09,0.05,143.46,normal
0.05,1.09,0.05,139.21,normal
0.05,1.09,0.05,147.55,normal
0.05,1.09,0.05,140.58,normal
0.05,1.09,0.05,141.66,normal
0.05,1.09,0.05,149.18,normal
0.05,1.09,0.05,145.24,normal
0.05,1.09,0.05,140.37,normal
0.05,1.09,0.04,138.66,normal
0.05,1.09,0.05,131.08,normal
0.05,1.09,0.05,135.54,normal
0.05,1.09,0.05,139.80,normal
0.05,1.09,0.04,140.12,normal
0.05,1.09,0.04,143.86,normal
0.05,1.09,0.05,139.81,normal
0.05,1.09,0.05,134.83,normal
0.05,1.09,0.05,140.24,normal
0.05,1.09,0.04,138.29,normal
0.05,1.09,0.05,132.52,normal
0.05,1.09,0.05,147.56,normal
0.05,1.09,0.05,137.21,normal
0.05,1.09,0.04,139.50,normal
0.05,1.09,0.05,145.88,normal
0.05,1.09,0.05,140.29,normal
0.05,1.09,0.05,145.47,normal
0.05,1.09,0.04,144.16,normal
0.05,1.09,0.05,135.43,normal
0.05,1.09,0.05,140.26,normal
0.05,1.09,0.04,145.53,normal
0.05,1.09,0.05,144.72,normal
0.05,1.09,0.05,147.01,normal
0.05,1.09,0.04,140.20,normal
0.05,1.09,0.04,133.75,normal
0.05,1.09,0.04,137.20,normal
0.05,1.09,0.05,136.85,normal
0.05,1.09,0.05,136.73,normal
0.05,1.09,0.04,143.89,normal
0.05,1.09,0.05,138.12,normal
0.05,1.09,0.05,135.63,normal
0.05,1.09,0.04,141.79,normal
0.05,1.09,0.05,142.57,normal
0.05,1.09,0.05,136.06,normal
0.05,1.08,0.05,147.81,normal
0.05,1.09,0.05,140.73,normal
0.05,1.09,0.05,143.54,normal
0.05,1.09,0.05,148.19,normal
0.05,1.09,0.05,136.40,normal
0.05,1.09,0.05,147.80,normal
0.05,1.09,0.05,143.15,normal
0.05,1.09,0.05,138.70,normal
0.05,1.09,0.04,147.37,normal
0.05,1.09,0.05,145.19,normal
0.05,1.09,0.05,142.77,normal
0.05,1.09,0.05,143.06,normal
0.05,1.09,0.05,135.58,normal
0.05,1.09,0.05,133.19,normal
0.05,1.09,0.05,144.49,normal
0.05,1.09,0.05,143.15,normal
0.05,1.09,0.05,140.25,normal
0.05,1.09,0.05,139.67,normal
0.05,1.09,0.05,132.16,normal
0.05,1.09,0.05,135.93,normal
0.05,1.09,0.05,135.34,normal
0.05,1.09,0.04,136.92,normal
0.05,1.09,0.05,140.84,normal
0.05,1.09,0.05,141.84,normal
0.05,1.09,0.05,138.87,normal
0.05,1.09,0.05,136.34,normal
0.05,1.09,0.05,144.44,normal
0.05,1.09,0.05,139.62,normal
0.05,1.09,0.05,144.59,normal
0.05,1.09,0.05,142.62,normal
0.05,1.09,0.04,137.31,normal
0.05,1.09,0.05,147.45,normal
0.05,1.09,0.05,142.55,normal
0.05,1.09,0.05,142.90,normal
0.05,1.09,0.04,145.55,normal
0.05,1.09,0.04,139.98,normal
0.05,1.09,0.05,138.49,normal
0.05,1.09,0.05,135.89,normal
0.05,1.09,0.05,132.35,normal
0.05,1.09,0.05,137.15,normal
0.05,1.09,0.04,141.75,normal
0.05,1.09,0.05,138.17,normal
0.05,1.09,0.04,139.51,normal
0.05,1.09,0.04,134.71,normal
0.05,1.09,0.05,129.78,normal
0.05,1.09,0.05,147.49,normal
0.05,1.09,0.05,139.84,normal
0.05,1.09,0.05,142.17,normal
0.05,1.09,0.05,143.71,normal
0.05,1.09,0.05,137.76,normal
0.05,1.09,0.05,144.58,normal
0.05,1.09,0.05,142.59,normal
0.05,1.09,0.05,135.82,normal
0.05,1.09,0.05,135.93,normal
0.05,1.09,0.05,143.82,normal
0.05,1.09,0.05,143.48,normal
0.05,1.09,0.05,146.32,normal
0.05,1.09,0.05,137.98,normal
0.05,1.09,0.05,132.04,normal
0.05,1.09,0.05,139.90,normal
0.05,1.09,0.05,141.45,normal
0.05,1.09,0.05,141.30,normal
0.05,1.09,0.04,142.50,normal
0.05,1.09,0.05,134.60,normal
0.05,1.09,0.05,131.07,normal
0.05,1.09,0.05,144.29,normal
0.05,1.09,0.05,142.62,normal
0.05,1.09,0.05,137.03,normal
0.05,1.09,0.05,139.24,normal
0.05,1.09,0.04,131.30,normal
0.05,1.09,0.05,146.80,normal
0.05,1.09,0.05,140.22,normal
0.05,1.09,0.05,134.94,normal
0.05,1.09,0.04,144.94,normal
0.05,1.09,0.05,145.65,normal
0.05,1.09,0.05,145.57,normal
0.05,1.09,0.05,144.24,normal
0.05,1.09,0.05,137.77,normal
0.05,1.09,0.05,133.68,normal
0.05,1.09,0.05,142.72,normal
0.05,1.09,0.05,138.83,normal
0.05,1.09,0.05,139.32,normal
0.05,1.09,0.04,141.66,normal
0.05,1.09,0.05,135.88,normal
0.05,1.09,0.05,135.29,normal
0.05,1.09,0.05,137.02,normal
0.05,1.09,0.05,134.88,normal
0.05,1.09,0.05,139.57,normal
0.05,1.09,0.05,143.46,normal
0.05,1.09,0.04,138.50,normal
0.05,1.09,0.05,139.70,normal
0.05,1.09,0.05,137.83,normal
0.05,1.09,0.05,132.51,normal
0.05,1.09,0.05,145.56,normal
0.05,1.09,0.05,137.43,normal
0.05,1.09,0.05,138.96,normal
0.05,1.09,0.05,150.13,normal
0.05,1.09,0.05,142.92,normal
0.05,1.09,0.05,140.66,normal
0.05,1.09,0.05,141.23,normal
0.05,1.09,0.05,134.14,normal
0.05,1.09,0.05,140.99,normal
0.05,1.09,0.05,143.42,normal
0.05,1.09,0.05,139.91,normal
0.05,1.09,0.04,141.48,normal
0.05,1.09,0.05,133.29,normal
0.05,1.08,0.04,130.87,normal
0.05,1.09,0.05,138.84,normal
0.05,1.09,0.05,140.27,normal
0.05,1.09,0.05,139.76,normal
0.05,1.09,0.05,141.55,normal
0.05,1.09,0.05,139.73,normal
0.05,1.09,0.04,134.29,normal
0.05,1.09,0.05,141.19,normal
0.05,1.09,0.05,142.62,normal
0.05,1.09,0.05,134.99,normal
0.05,1.09,0.05,145.82,normal
0.05,1.09,0.05,135.51,normal
0.05,1.09,0.05,143.60,normal
0.05,1.09,0.04,144.25,normal
0.05,1.09,0.04,133.65,normal
0.05,1.09,0.05,141.75,normal
0.05,1.09,0.05,138.48,normal
0.05,1.09,0.04,137.14,normal
0.05,1.09,0.05,144.97,normal
0.05,1.09,0.05,143.68,normal
0.05,1.09,0.05,141.77,normal
0.05,1.09,0.04,143.36,normal
0.05,1.09,0.05,134.60,normal
0.05,1.09,0.05,130.05,normal
0.05,1.09,0.04,138.58,normal
0.05,1.09,0.05,134.89,normal
0.05,1.09,0.05,135.24,normal
0.05,1.09,0.05,146.37,normal
0.05,1.09,0.05,143.89,normal
0.05,1.09,0.05,139.17,normal
0.05,1.09,0.04,143.73,normal
0.05,1.09,0.04,139.09,normal
0.05,1.09,0.05,138.87,normal
0.05,1.09,0.04,144.24,normal
0.05,1.09,0.05,133.97,normal
0.05,1.09,0.04,148.18,normal
0.05,1.09,0.05,141.32,normal
0.05,1.09,0.05,133.71,normal
0.05,1.08,0.05,143.48,normal
0.05,1.09,0.05,139.16,normal
0.05,1.09,0.05,133.16,normal
0.05,1.09,0.04,141.63,normal
0.05,1.08,0.05,140.96,normal
0.05,1.09,0.04,141.31,normal
0.05,1.09,0.04,147.85,normal
0.05,1.09,0.05,146.55,normal
0.05,1.09,0.04,143.90,normal
0.05,1.09,0.05,145.93,normal
0.05,1.09,0.05,136.26,normal
0.05,1.09,0.05,133.38,normal
0.05,1.09,0.05,138.97,normal
0.05,1.09,0.05,135.33,normal
0.05,1.09,0.05,133.92,normal
0.05,1.09,0.04,145.58,normal
0.05,1.09,0.05,142.34,normal
0.05,1.09,0.05,141.77,normal
0.05,1.09,0.04,143.86,normal
0.05,1.09,0.05,138.26,normal
0.05,1.09,0.05,142.33,normal
0.05,1.09,0.04,139.71,normal
0.05,1.09,0.04,131.23,normal
0.05,1.09,0.05,145.89,normal
0.05,1.09,0.05,141.92,normal
0.05,1.09,0.05,134.74,normal
0.05,1.09,0.05,149.07,normal
0.05,1.09,0.05,142.08,normal
0.05,1.08,0.05,134.92,normal
0.05,1.09,0.04,144.18,normal
0.05,1.09,0.05,142.14,normal
0.05,1.09,0.05,137.45,normal
0.05,1.09,0.04,145.85,normal
0.05,1.09,0.04,144.47,normal
0.05,1.09,0.04,143.74,normal
0.05,1.09,0.05,149.04,normal
0.05,1.09,0.05,145.25,normal
0.05,1.09,0.05,142.35,normal
0.05,1.09,0.04,144.80,normal
0.05,1.09,0.04,135.35,normal
0.05,1.09,0.05,132.95,normal
0.05,1.09,0.04,138.20,normal
0.05,1.09,0.05,134.42,normal
0.05,1.09,0.05,132.61,normal
0.05,1.09,0.05,145.16,normal
0.05,1.09,0.05,142.28,normal
0.05,1.09,0.05,142.04,normal
0.05,1.09,0.04,145.14,normal
0.05,1.09,0.05,140.52,normal
0.05,1.09,0.05,140.06,normal
0.05,1.09,0.05,139.41,normal
0.05,1.09,0.05,131.38,normal
0.05,1.09,0.05,146.36,normal
0.05,1.09,0.04,141.56,normal
0.05,1.09,0.05,134.60,normal
0.05,1.09,0.05,147.55,normal
0.05,1.09,0.05,141.33,normal
0.05,1.09,0.05,136.51,normal
0.05,1.09,0.04,143.11,normal
0.05,1.09,0.05,144.63,normal
0.05,1.09,0.05,142.14,normal
0.05,1.09,0.04,150.64,normal
0.05,1.09,0.04,147.67,normal
0.05,1.09,0.05,145.71,normal
0.05,1.09,0.05,147.26,normal
0.05,1.09,0.05,139.45,normal
0.05,1.09,0.04,135.53,normal
0.05,1.09,0.05,140.39,normal
0.05,1.09,0.05,133.54,normal
0.05,1.09,0.05,131.87,normal
0.05,1.09,0.04,142.84,normal
0.05,1.09,0.05,141.97,normal
0.05,1.09,0.05,139.93,normal
0.05,1.09,0.05,144.22,normal
0.05,1.09,0.05,138.93,normal
0.05,1.09,0.05,141.99,normal
0.05,1.09,0.05,139.02,normal
0.05,1.09,0.05,130.69,normal
0.05,1.09,0.05,147.34,normal
0.05,1.09,0.04,140.55,normal
0.05,1.09,0.04,135.00,normal
0.05,1.09,0.05,144.92,normal
0.05,1.09,0.05,140.84,normal
0.05,1.09,0.05,140.02,normal
0.05,1.09,0.05,143.01,normal
0.05,1.09,0.05,145.53,normal
0.05,1.09,0.05,145.56,normal
0.05,1.09,0.04,147.56,normal
0.05,1.09,0.05,137.68,normal
0.05,1.09,0.05,133.39,normal
0.05,1.09,0.04,142.37,normal
0.05,1.09,0.05,138.08,normal
0.05,1.09,0.05,139.24,normal
0.05,1.09,0.05,143.57,normal
0.05,1.09,0.05,139.71,normal
0.05,1.09,0.05,136.33,normal
0.05,1.09,0.05,135.74,normal
0.05,1.09,0.05,130.97,normal
0.05,1.09,0.05,138.49,normal
0.05,1.09,0.04,139.84,normal
0.05,1.09,0.05,140.60,normal
0.05,1.09,0.05,139.75,normal
0.05,1.09,0.05,145.70,normal
0.05,1.09,0.05,137.45,normal
0.05,1.09,0.05,142.85,normal
0.05,1.09,0.04,143.22,normal
0.05,1.09,0.05,137.81,normal
0.05,1.09,0.05,147.91,normal
0.05,1.09,0.05,135.83,normal
0.05,1.09,0.05,141.26,normal
0.05,1.09,0.05,147.48,normal
0.05,1.09,0.05,140.79,normal
0.05,1.09,0.05,138.72,normal
0.05,1.09,0.04,139.69,normal
0.05,1.09,0.05,135.52,normal
0.05,1.09,0.05,140.38,normal
0.05,1.09,0.05,142.04,normal
0.05,1.09,0.04,137.70,normal
0.05,1.09,0.05,140.82,normal
0.05,1.09,0.04,134.76,normal
0.05,1.09,0.05,132.46,normal
0.05,1.09,0.04,142.35,normal
0.05,1.09,0.05,137.05,normal
0.05,1.09,0.05,138.73,normal
0.05,1.09,0.04,140.51,normal
0.05,1.09,0.05,140.78,normal
0.05,1.09,0.05,137.89,normal
0.05,1.09,0.05,142.17,normal
0.05,1.08,0.05,140.51,normal
0.05,1.09,0.05,140.03,normal
0.05,1.09,0.04,147.02,normal
0.05,1.09,0.05,136.33,normal
0.05,1.09,0.05,142.42,normal
0.05,1.09,0.05,136.53,normal
0.05,1.09,0.05,134.17,normal
0.05,1.09,0.05,141.18,normal
0.05,1.09,0.05,140.24,normal
0.05,1.09,0.05,137.85,normal
0.05,1.09,0.04,139.67,normal
0.05,1.09,0.05,134.96,normal
0.05,1.09,0.05,133.46,normal
0.05,1.09,0.05,142.25,normal
0.05,1.09,0.05,137.40,normal
0.05,1.09,0.05,135.25,normal
0.05,1.09,0.05,135.38,normal
0.05,1.09,0.05,133.44,normal
0.05,1.09,0.05,140.12,normal
0.05,1.09,0.05,141.38,normal
0.05,1.09,0.04,137.64,normal
0.05,1.09,0.05,137.92,normal
0.05,1.09,0.05,142.61,normal
0.05,1.09,0.04,135.31,normal
0.05,1.09,0.05,145.73,normal
0.05,1.09,0.05,140.86,normal
0.05,1.09,0.05,139.61,normal
0.05,1.09,0.05,145.23,normal
0.05,1.09,0.05,137.84,normal
0.05,1.09,0.05,139.02,normal
0.05,1.09,0.05,139.41,normal
0.05,1.09,0.05,135.68,normal
0.05,1.09,0.05,141.66,normal
0.05,1.09,0.05,138.96,normal
0.05,1.09,0.05,133.70,normal
0.05,1.09,0.04,138.55,normal
0.05,1.09,0.04,136.95,normal
0.05,1.09,0.05,137.58,normal
0.05,1.09,0.05,145.91,normal
0.05,1.09,0.05,136.83,normal
0.05,1.09,0.05,141.14,normal
0.05,1.09,0.04,141.72,normal
0.05,1.09,0.05,142.31,normal
0.05,1.09,0.05,138.91,normal
0.05,1.09,0.05,143.48,normal
0.05,1.09,0.05,141.56,normal
0.05,1.09,0.05,146.03,normal
0.05,1.09,0.05,143.77,normal
0.05,1.09,0.05,138.21,normal
0.05,1.09,0.04,141.03,normal
0.05,1.09,0.05,139.76,normal
0.05,1.09,0.05,139.08,normal
0.05,1.09,0.05,145.19,normal
0.05,1.09,0.05,138.87,normal
0.05,1.09,0.04,133.61,normal
0.05,1.09,0.05,141.28,normal
0.05,1.09,0.05,136.97,normal
0.05,1.09,0.05,136.93,normal
0.05,1.09,0.04,141.82,normal
0.05,1.09,0.05,135.06,normal
0.05,1.09,0.05,144.48,normal
0.05,1.09,0.05,139.44,normal
0.05,1.09,0.04,138.07,normal
0.05,1.09,0.05,143.28,normal
0.05,1.09,0.05,143.64,normal
0.05,1.09,0.04,143.00,normal
0.05,1.09,0.04,144.07,normal
0.05,1.09,0.05,138.96,normal
0.05,1.09,0.05,136.51,normal
0.05,1.09,0.05,145.48,normal
0.05,1.09,0.05,140.31,normal
0.05,1.09,0.05,141.81,normal
0.05,1.09,0.05,141.95,normal
0.05,1.09,0.05,134.00,normal
0.05,1.09,0.05,135.23,normal
0.05,1.09,0.05,138.31,normal
0.05,1.09,0.05,138.81,normal
0.05,1.09,0.05,141.68,normal
0.05,1.09,0.05,136.01,normal
0.05,1.09,0.05,129.96,normal
0.05,1.09,0.05,143.30,normal
0.05,1.09,0.05,140.18,normal
0.05,1.09,0.05,140.51,normal
0.05,1.09,0.04,144.21,normal
0.05,1.09,0.05,139.45,normal
0.05,1.09,0.05,146.70,normal
0.05,1.09,0.05,143.68,normal
0.05,1.09,0.05,140.39,normal
0.05,1.09,0.05,137.99,normal
0.05,1.09,0.05,145.17,normal
0.05,1.09,0.05,143.61,normal
0.05,1.09,0.04,143.83,normal
0.05,1.09,0.05,138.14,normal
0.05,1.08,0.05,134.77,normal
0.05,1.09,0.05,141.26,normal
0.05,1.09,0.05,140.03,normal
0.05,1.09,0.04,136.29,normal
0.05,1.09,0.04,141.74,normal
0.05,1.09,0.05,136.32,normal
0.05,1.09,0.05,134.16,normal
0.05,1.09,0.05,141.76,normal
0.05,1.09,0.04,135.43,normal
0.05,1.09,0.05,144.41,normal
0.05,1.09,0.05,139.78,normal
0.05,1.09,0.05,133.79,normal
0.05,1.09,0.05,140.05,normal
0.05,1.09,0.05,143.62,normal
0.05,1.09,0.05,145.51,normal
0.05,1.09,0.04,147.06,normal
0.05,1.09,0.05,139.10,normal
0.05,1.09,0.04,136.55,normal
0.05,1.09,0.05,148.70,normal
0.05,1.09,0.05,145.25,normal
0.05,1.09,0.05,141.60,normal
0.05,1.09,0.05,139.75,normal
0.05,1.09,0.05,134.28,normal
0.05,1.09,0.05,137.84,normal
0.05,1.09,0.05,138.79,normal
0.05,1.09,0.04,133.87,normal
0.05,1.09,0.04,139.51,normal
0.05,1.09,0.05,138.11,normal
0.05,1.09,0.05,137.23,normal
0.05,1.09,0.04,145.31,normal
0.05,1.09,0.05,138.21,normal
0.05,1.09,0.05,140.98,normal
0.05,1.09,0.04,141.96,normal
0.05,1.09,0.05,142.03,normal
0.05,1.09,0.05,136.42,normal
0.05,1.09,0.05,145.11,normal
0.05,1.09,0.05,139.55,normal
0.05,1.09,0.05,145.35,normal
0.05,1.09,0.05,140.30,normal
0.05,1.09,0.04,133.78,normal
0.05,1.09,0.04,142.16,normal
0.05,1.09,0.05,142.96,normal
0.05,1.09,0.05,141.48,normal
0.05,1.09,0.05,143.54,normal
0.05,1.09,0.04,134.37,normal
0.05,1.09,0.05,133.31,normal
0.05,1.09,0.04,144.68,normal
0.05,1.09,0.05,140.09,normal
0.05,1.09,0.05,138.94,normal
0.05,1.09,0.04,137.17,normal
0.05,1.09,0.05,133.89,normal
0.05,1.09,0.05,141.19,normal
0.05,1.09,0.05,142.05,normal
0.05,1.09,0.05,143.17,normal
0.05,1.09,0.05,142.06,normal
0.05,1.09,0.05,145.13,normal
0.05,1.09,0.05,142.32,normal
0.05,1.09,0.05,148.38,normal
0.05,1.09,0.05,139.99,normal
0.05,1.09,0.04,140.80,normal
0.05,1.09,0.04,147.62,normal
0.05,1.09,0.05,141.91,normal
0.05,1.09,0.05,139.48,normal
0.05,1.09,0.05,136.42,normal
0.05,1.09,0.04,132.93,normal
0.05,1.09,0.05,137.29,normal
0.05,1.08,0.04,141.85,normal
0.05,1.09,0.05,138.97,normal
0.05,1.09,0.05,140.21,normal
0.05,1.09,0.04,134.18,normal
0.05,1.09,0.05,128.54,normal
0.05,1.09,0.04,145.87,normal
0.05,1.09,0.05,140.96,normal
0.05,1.09,0.05,140.56,normal
0.05,1.09,0.05,144.65,normal
0.05,1.09,0.05,137.23,normal
0.05,1.09,0.04,145.69,normal
0.05,1.09,0.05,142.74,normal
0.05,1.09,0.05,138.05,normal
0.05,1.09,0.04,135.77,normal
0.05,1.09,0.05,143.44,normal
0.05,1.09,0.05,144.07,normal
0.05,1.09,0.05,147.28,normal
0.05,1.09,0.04,139.69,normal
0.05,1.09,0.05,134.45,normal
0.05,1.09,0.05,139.27,normal
0.05,1.09,0.05,140.54,normal
0.05,1.09,0.05,140.49,normal
0.05,1.09,0.04,144.57,normal
0.05,1.09,0.05,136.36,normal
0.05,1.09,0.04,130.83,normal
0.05,1.09,0.05,141.49,normal
0.05,1.09,0.05,138.85,normal
0.05,1.09,0.05,133.15,normal
0.05,1.09,0.04,139.67,normal
0.05,1.09,0.05,134.14,normal
0.05,1.09,0.05,144.22,normal
0.05,1.09,0.05,140.08,normal
0.05,1.09,0.05,133.47,normal
0.05,1.09,0.05,142.73,normal
0.05,1.09,0.05,141.49,normal
0.05,1.09,0.05,140.07,normal
0.05,1.09,0.05,142.56,normal
0.05,1.09,0.05,141.33,normal
0.05,1.09,0.05,139.47,normal
0.05,1.09,0.04,142.81,normal
0.05,1.09,0.05,137.15,normal
0.05,1.09,0.05,136.80,normal
0.05,1.09,0.05,144.93,normal
0.05,1.09,0.05,141.89,normal
0.05,1.09,0.04,137.72,normal
0.05,1.09,0.04,136.81,normal
0.05,1.09,0.05,131.18,normal
0.05,1.09,0.05,138.34,normal
0.05,1.09,0.05,140.09,normal
0.05,1.09,0.05,140.12,normal
0.05,1.09,0.05,139.51,normal
0.05,1.09,0.05,140.31,normal
0.05,1.09,0.05,134.50,normal
0.05,1.09,0.04,141.68,normal
0.05,1.09,0.05,142.66,normal
0.05,1.09,0.04,136.63,normal
0.05,1.09,0.04,147.04,normal
0.05,1.08,0.05,135.25,normal
0.05,1.09,0.05,139.92,normal
0.05,1.09,0.05,150.76,normal
0.05,1.09,0.05,142.91,normal
0.05,1.09,0.05,141.30,normal
0.05,1.09,0.04,141.95,normal
0.05,1.09,0.05,134.13,normal
0.05,1.09,0.05,136.86,normal
0.05,1.09,0.05,136.56,normal
0.05,1.09,0.05,134.03,normal
0.05,1.09,0.05,138.91,normal
0.05,1.09,0.05,143.78,normal
0.05,1.09,0.05,141.32,normal
0.05,1.09,0.05,146.66,normal
0.05,1.09,0.05,143.88,normal
0.05,1.09,0.05,141.01,normal
0.05,1.09,0.05,142.21,normal
0.05,1.09,0.05,137.30,normal
0.05,1.09,0.04,132.93,normal
0.05,1.09,0.04,137.46,normal
0.05,1.09,0.05,137.41,normal
0.05,1.09,0.05,132.55,normal
0.05,1.09,0.05,144.55,normal
0.05,1.08,0.05,146.00,normal
0.05,1.09,0.05,137.43,normal
0.05,1.09,0.05,147.01,normal
0.05,1.09,0.04,142.08,normal
0.05,1.09,0.05,137.87,normal
0.05,1.09,0.05,147.71,normal
0.05,1.09,0.05,136.05,normal
0.05,1.08,0.05,138.55,normal
0.05,1.09,0.04,151.50,normal
0.05,1.09,0.05,146.78,normal
0.05,1.08,0.05,146.84,normal
0.05,1.09,0.04,151.04,normal
0.05,1.09,0.05,146.25,normal
0.05,1.09,0.05,143.17,normal
0.05,1.09,0.04,142.66,normal
0.05,1.09,0.05,136.11,normal
0.05,1.09,0.05,135.28,normal
0.05,1.09,0.04,134.41,normal
0.05,1.09,0.05,129.31,normal
0.05,1.09,0.05,130.25,normal
0.05,1.09,0.05,135.63,normal
0.05,1.09,0.05,132.39,normal
0.05,1.09,0.05,139.97,normal
0.05,1.09,0.04,142.46,normal
0.05,1.09,0.05,142.00,normal
0.05,1.09,0.05,143.88,normal
0.05,1.09,0.05,144.71,normal
0.05,1.09,0.04,142.48,normal
0.05,1.09,0.05,141.24,normal
0.05,1.09,0.05,145.42,normal
0.05,1.09,0.05,139.41,normal
0.05,1.09,0.04,137.88,normal
0.05,1.09,0.05,145.44,normal
0.05,1.09,0.05,140.97,normal
0.05,1.09,0.05,144.89,normal
0.05,1.09,0.05,146.04,normal
0.05,1.09,0.05,142.70,normal
0.05,1.08,0.05,144.80,normal
0.05,1.09,0.05,135.25,normal
0.05,1.09,0.05,133.92,normal
0.05,1.09,0.04,142.44,normal
0.05,1.09,0.05,139.42,normal
0.05,1.09,0.04,138.58,normal
0.05,1.09,0.04,148.39,normal
0.05,1.09,0.05,145.47,normal
0.05,1.09,0.05,142.36,normal
0.05,1.09,0.04,140.78,normal
0.05,1.09,0.05,135.29,normal
0.05,1.09,0.05,132.57,normal
0.05,1.09,0.05,134.84,normal
0.05,1.09,0.05,130.47,normal
0.05,1.09,0.05,138.38,normal
0.05,1.09,0.05,138.94,normal
0.05,1.09,0.05,140.77,normal
0.05,1.09,0.05,141.56,normal
0.05,1.09,0.05,142.73,normal
0.05,1.09,0.04,138.87,normal
0.05,1.09,0.05,137.71,normal
0.05,1.09,0.05,145.20,normal
0.05,1.09,0.05,137.73,normal
0.05,1.09,0.05,142.39,normal
0.05,1.09,0.05,145.19,normal
0.05,1.09,0.05,137.97,normal
0.05,1.09,0.05,143.39,normal
0.05,1.09,0.05,136.87,normal
0.05,1.09,0.05,134.08,normal
0.05,1.09,0.04,144.24,normal
0.05,1.09,0.05,137.77,normal
0.05,1.09,0.05,139.59,normal
0.05,1.09,0.05,147.44,normal
0.05,1.09,0.05,145.77,normal
0.05,1.08,0.05,142.44,normal
0.05,1.09,0.05,144.22,normal
0.05,1.09,0.05,137.48,normal
0.05,1.09,0.04,136.17,normal
0.05,1.09,0.05,135.18,normal
0.05,1.09,0.05,130.89,normal
0.05,1.09,0.05,136.65,normal
0.05,1.09,0.04,141.80,normal
0.05,1.09,0.05,141.15,normal
0.05,1.09,0.05,142.25,normal
0.05,1.09,0.05,146.52,normal
0.05,1.09,0.05,139.84,normal
0.05,1.09,0.05,139.22,normal
0.05,1.09,0.05,145.13,normal
0.05,1.09,0.04,136.79,normal
0.05,1.09,0.04,145.72,normal
0.05,1.09,0.05,140.89,normal
