rms_x,rms_y,rms_z,pw,label
0.11,1.09,0.13,202.50,obstruction
0.09,1.09,0.12,207.47,obstruction
0.07,1.08,0.09,206.59,obstruction
0.10,1.09,0.12,203.74,obstruction
0.08,1.09,0.11,201.57,obstruction
0.07,1.09,0.09,208.46,obstruction
0.10,1.08,0.12,203.61,obstruction
0.09,1.09,0.11,197.75,obstruction
0.08,1.09,0.08,202.45,obstruction
0.10,1.09,0.11,202.25,obstruction
0.08,1.09,0.11,201.23,obstruction
0.08,1.08,0.08,199.54,obstruction
0.11,1.09,0.10,198.74,obstruction
0.10,1.10,0.11,195.95,obstruction
0.07,1.08,0.08,201.15,obstruction
0.10,1.09,0.10,199.87,obstruction
0.08,1.09,0.10,194.06,obstruction
0.06,1.08,0.07,200.13,obstruction
0.11,1.10,0.10,199.79,obstruction
0.09,1.10,0.10,195.77,obstruction
0.07,1.09,0.07,199.09,obstruction
0.10,1.09,0.10,191.17,obstruction
0.09,1.09,0.10,192.78,obstruction
0.06,1.10,0.07,204.14,obstruction
0.08,1.09,0.10,197.75,obstruction
0.08,1.07,0.08,194.42,obstruction
0.07,1.09,0.07,192.19,obstruction
0.10,1.08,0.11,191.19,obstruction
0.09,1.10,0.10,196.25,obstruction
0.07,1.08,0.09,197.00,obstruction
0.12,1.09,0.11,197.85,obstruction
0.11,1.10,0.11,202.87,obstruction
0.08,1.09,0.09,199.19,obstruction
0.12,1.09,0.10,197.42,obstruction
0.08,1.09,0.10,208.38,obstruction
0.08,1.09,0.09,201.14,obstruction
0.14,1.09,0.12,194.17,obstruction
0.10,1.09,0.11,201.84,obstruction
0.12,1.09,0.13,199.64,obstruction
0.13,1.09,0.12,206.00,obstruction
0.09,1.09,0.11,205.77,obstruction
0.08,1.10,0.10,204.51,obstruction
0.09,1.08,0.11,203.98,obstruction
0.07,1.09,0.09,190.99,obstruction
0.05,1.08,0.07,201.85,obstruction
0.06,1.09,0.08,199.15,obstruction
0.06,1.08,0.07,197.90,obstruction
0.05,1.09,0.06,199.35,obstruction
0.06,1.09,0.07,195.57,obstruction
0.07,1.09,0.07,196.36,obstruction
0.06,1.09,0.07,197.83,obstruction
0.09,1.09,0.09,194.32,obstruction
0.07,1.09,0.07,195.03,obstruction
0.06,1.08,0.07,190.67,obstruction
0.08,1.08,0.09,196.63,obstruction
0.07,1.08,0.06,190.04,obstruction
0.08,1.09,0.09,194.80,obstruction
0.11,1.08,0.09,196.60,obstruction
0.07,1.10,0.07,195.47,obstruction
0.11,1.08,0.10,193.49,obstruction
0.09,1.10,0.09,186.67,obstruction
0.08,1.09,0.08,197.41,obstruction
0.10,1.09,0.11,192.33,obstruction
0.11,1.11,0.11,199.86,obstruction
0.09,1.09,0.09,196.66,obstruction
0.11,1.08,0.11,189.23,obstruction
0.07,1.09,0.09,197.64,obstruction
0.08,1.09,0.08,198.22,obstruction
0.11,1.09,0.10,193.51,obstruction
0.07,1.09,0.08,195.65,obstruction
0.09,1.09,0.08,194.38,obstruction
0.11,1.09,0.11,197.31,obstruction
0.07,1.09,0.06,193.33,obstruction
0.08,1.09,0.09,196.54,obstruction
0.12,1.09,0.12,191.87,obstruction
0.09,1.09,0.08,191.64,obstruction
0.12,1.09,0.10,195.67,obstruction
0.12,1.10,0.12,195.46,obstruction
0.10,1.08,0.09,201.98,obstruction
0.12,1.09,0.12,196.36,obstruction
0.12,1.09,0.11,193.41,obstruction
0.08,1.09,0.08,193.33,obstruction
0.09,1.09,0.10,193.04,obstruction
0.08,1.10,0.09,194.44,obstruction
0.06,1.09,0.07,194.32,obstruction
0.11,1.08,0.09,195.89,obstruction
0.07,1.09,0.08,196.99,obstruction
0.09,1.09,0.07,191.70,obstruction
0.11,1.10,0.10,196.72,obstruction
0.06,1.09,0.06,191.59,obstruction
0.08,1.09,0.08,197.27,obstruction
0.10,1.09,0.09,189.23,obstruction
0.06,1.09,0.06,190.12,obstruction
0.08,1.09,0.09,186.01,obstruction
0.09,1.09,0.09,187.63,obstruction
0.06,1.09,0.07,184.41,obstruction
0.08,1.09,0.10,191.13,obstruction
0.05,1.09,0.06,184.34,obstruction
0.06,1.08,0.08,194.05,obstruction
0.07,1.09,0.11,189.75,obstruction
0.06,1.09,0.08,188.45,obstruction
0.08,1.09,0.10,184.80,obstruction
0.07,1.09,0.08,188.27,obstruction
0.06,1.09,0.08,197.69,obstruction
0.08,1.09,0.13,191.39,obstruction
0.06,1.09,0.09,194.70,obstruction
0.06,1.09,0.11,184.12,obstruction
0.08,1.09,0.10,186.44,obstruction
0.07,1.09,0.08,187.57,obstruction
0.09,1.09,0.10,194.86,obstruction
0.07,1.09,0.08,188.88,obstruction
0.07,1.09,0.09,195.01,obstruction
0.08,1.09,0.10,189.36,obstruction
0.06,1.09,0.10,192.35,obstruction
0.05,1.09,0.13,188.13,obstruction
0.09,1.09,0.13,196.26,obstruction
0.06,1.09,0.09,193.06,obstruction
0.10,1.09,0.14,198.58,obstruction
0.09,1.09,0.11,193.56,obstruction
0.08,1.09,0.12,195.03,obstruction
0.08,1.09,0.15,197.84,obstruction
0.09,1.09,0.11,199.65,obstruction
0.10,1.08,0.12,202.62,obstruction
0.09,1.08,0.14,202.06,obstruction
0.08,1.10,0.11,205.81,obstruction
0.10,1.08,0.14,205.63,obstruction
0.12,1.08,0.19,205.11,obstruction
0.12,1.10,0.18,210.03,obstruction
0.10,1.09,0.14,211.67,obstruction
0.10,1.09,0.17,210.66,obstruction
0.11,1.09,0.18,210.55,obstruction
0.06,1.08,0.15,210.80,obstruction
0.07,1.10,0.19,211.53,obstruction
0.09,1.10,0.22,209.56,obstruction
0.07,1.09,0.16,201.56,obstruction
0.07,1.09,0.14,198.85,obstruction
0.09,1.09,0.20,201.23,obstruction
0.08,1.09,0.16,198.86,obstruction
0.07,1.09,0.14,195.23,obstruction
0.08,1.09,0.14,196.74,obstruction
0.07,1.09,0.17,190.92,obstruction
0.07,1.09,0.13,194.39,obstruction
0.07,1.09,0.10,196.94,obstruction
0.09,1.09,0.13,197.22,obstruction
0.07,1.09,0.11,193.81,obstruction
0.07,1.09,0.08,193.83,obstruction
0.09,1.09,0.11,193.72,obstruction
0.09,1.09,0.13,190.18,obstruction
0.07,1.09,0.11,188.34,obstruction
0.08,1.09,0.15,196.12,obstruction
0.09,1.09,0.18,189.64,obstruction
0.07,1.09,0.14,194.62,obstruction
0.07,1.09,0.12,197.81,obstruction
0.09,1.09,0.19,196.78,obstruction
0.07,1.09,0.19,195.44,obstruction
0.06,1.08,0.14,199.04,obstruction
0.10,1.08,0.18,198.57,obstruction
0.10,1.09,0.22,199.41,obstruction
0.08,1.07,0.20,203.58,obstruction
0.09,1.08,0.16,201.92,obstruction
0.07,1.08,0.18,200.26,obstruction
0.09,1.10,0.24,202.58,obstruction
0.08,1.10,0.19,203.36,obstruction
0.10,1.08,0.19,209.21,obstruction
0.09,1.10,0.18,207.85,obstruction
0.09,1.09,0.21,211.23,obstruction
0.08,1.10,0.15,209.24,obstruction
0.08,1.09,0.13,211.94,obstruction
0.09,1.09,0.18,217.67,obstruction
0.08,1.09,0.15,214.39,obstruction
0.06,1.09,0.09,208.62,obstruction
0.08,1.09,0.12,212.33,obstruction
0.10,1.09,0.16,221.37,obstruction
0.09,1.10,0.15,219.66,obstruction
0.08,1.09,0.15,214.95,obstruction
0.08,1.09,0.13,209.83,obstruction
0.07,1.09,0.12,214.66,obstruction
0.09,1.09,0.18,215.88,obstruction
0.07,1.09,0.14,211.49,obstruction
0.07,1.09,0.11,212.62,obstruction
0.10,1.09,0.14,213.89,obstruction
0.11,1.09,0.18,210.84,obstruction
0.08,1.09,0.14,208.65,obstruction
0.07,1.08,0.12,206.25,obstruction
0.08,1.09,0.12,203.15,obstruction
0.08,1.09,0.15,206.57,obstruction
0.06,1.08,0.11,208.21,obstruction
0.06,1.09,0.12,197.66,obstruction
0.06,1.10,0.15,199.85,obstruction
0.07,1.09,0.15,202.73,obstruction
0.05,1.09,0.12,199.59,obstruction
0.06,1.09,0.13,201.49,obstruction
0.07,1.09,0.16,200.92,obstruction
0.05,1.10,0.14,198.51,obstruction
0.05,1.09,0.11,202.68,obstruction
0.06,1.10,0.13,191.62,obstruction
0.07,1.11,0.17,199.33,obstruction
0.06,1.10,0.17,199.92,obstruction
0.06,1.08,0.15,198.41,obstruction
0.07,1.07,0.17,202.68,obstruction
0.07,1.08,0.16,199.09,obstruction
0.06,1.08,0.12,198.67,obstruction
0.06,1.09,0.14,198.58,obstruction
0.07,1.10,0.19,193.37,obstruction
0.08,1.09,0.17,198.36,obstruction
0.08,1.09,0.15,201.33,obstruction
0.07,1.09,0.19,200.71,obstruction
0.09,1.09,0.22,200.01,obstruction
0.08,1.09,0.18,201.95,obstruction
0.08,1.09,0.17,200.58,obstruction
0.10,1.09,0.21,200.41,obstruction
0.08,1.09,0.16,198.78,obstruction
0.08,1.08,0.12,203.97,obstruction
0.09,1.09,0.16,203.86,obstruction
0.11,1.09,0.20,201.85,obstruction
0.09,1.10,0.17,202.58,obstruction
0.10,1.08,0.16,201.29,obstruction
0.09,1.09,0.18,202.44,obstruction
0.09,1.10,0.16,202.12,obstruction
0.08,1.08,0.15,200.96,obstruction
0.09,1.09,0.15,200.21,obstruction
0.09,1.10,0.19,202.80,obstruction
0.09,1.09,0.18,203.13,obstruction
0.08,1.08,0.12,201.74,obstruction
0.07,1.09,0.12,201.57,obstruction
0.09,1.07,0.19,206.93,obstruction
0.08,1.10,0.17,207.17,obstruction
0.07,1.09,0.15,206.06,obstruction
0.11,1.09,0.16,211.80,obstruction
0.09,1.10,0.15,211.30,obstruction
0.09,1.10,0.16,210.43,obstruction
0.10,1.11,0.15,209.19,obstruction
0.11,1.09,0.16,210.64,obstruction
0.08,1.10,0.16,216.87,obstruction
0.10,1.09,0.16,217.76,obstruction
0.05,1.09,0.10,219.26,obstruction
0.07,1.11,0.13,223.55,obstruction
0.07,1.10,0.12,219.10,obstruction
0.08,1.08,0.15,222.65,obstruction
0.07,1.09,0.10,223.68,obstruction
0.06,1.09,0.11,220.06,obstruction
0.07,1.10,0.11,219.28,obstruction
0.07,1.09,0.14,226.42,obstruction
0.07,1.09,0.11,224.38,obstruction
0.08,1.09,0.12,229.32,obstruction
0.06,1.09,0.09,228.73,obstruction
0.06,1.09,0.10,232.57,obstruction
0.07,1.09,0.10,230.63,obstruction
0.06,1.09,0.10,231.92,obstruction
0.06,1.09,0.08,227.46,obstruction
0.07,1.09,0.07,222.10,obstruction
0.06,1.09,0.07,213.48,obstruction
0.05,1.08,0.08,216.76,obstruction
0.06,1.09,0.08,218.51,obstruction
0.06,1.09,0.08,216.90,obstruction
0.06,1.09,0.08,213.48,obstruction
0.08,1.08,0.09,208.54,obstruction
0.09,1.09,0.11,207.54,obstruction
0.06,1.09,0.09,205.37,obstruction
0.07,1.08,0.11,201.49,obstruction
0.08,1.08,0.15,198.97,obstruction
0.07,1.07,0.14,200.91,obstruction
0.07,1.08,0.12,198.80,obstruction
0.07,1.08,0.13,199.80,obstruction
0.09,1.07,0.16,192.88,obstruction
0.06,1.07,0.14,195.66,obstruction
0.06,1.08,0.12,194.06,obstruction
0.07,1.09,0.15,194.10,obstruction
0.07,1.09,0.16,195.05,obstruction
0.07,1.08,0.14,193.68,obstruction
0.08,1.09,0.16,197.51,obstruction
0.08,1.09,0.18,195.83,obstruction
0.09,1.08,0.17,196.29,obstruction
0.08,1.09,0.14,199.45,obstruction
0.09,1.09,0.18,202.90,obstruction
0.09,1.10,0.19,199.42,obstruction
0.07,1.09,0.14,202.19,obstruction
0.09,1.09,0.15,203.37,obstruction
0.07,1.10,0.16,203.98,obstruction
0.08,1.10,0.16,203.94,obstruction
0.08,1.09,0.14,202.55,obstruction
0.08,1.10,0.14,202.07,obstruction
0.08,1.09,0.17,204.51,obstruction
0.08,1.09,0.13,207.83,obstruction
0.09,1.09,0.11,205.97,obstruction
0.08,1.08,0.13,211.13,obstruction
0.10,1.10,0.17,209.89,obstruction
0.09,1.08,0.13,210.82,obstruction
0.08,1.10,0.10,210.54,obstruction
0.09,1.09,0.13,205.49,obstruction
0.07,1.09,0.16,202.77,obstruction
0.09,1.10,0.16,201.09,obstruction
0.09,1.10,0.17,200.14,obstruction
0.10,1.07,0.18,201.57,obstruction
0.10,1.10,0.15,207.41,obstruction
0.07,1.10,0.12,206.13,obstruction
0.08,1.08,0.12,204.67,obstruction
0.06,1.10,0.10,205.66,obstruction
0.06,1.08,0.09,199.58,obstruction
0.04,1.08,0.05,198.74,obstruction
0.04,1.09,0.06,191.49,obstruction
0.05,1.08,0.07,192.00,obstruction
0.04,1.09,0.06,194.52,obstruction
0.06,1.09,0.08,188.54,obstruction
0.08,1.09,0.13,185.52,obstruction
0.07,1.08,0.12,184.03,obstruction
0.07,1.09,0.12,187.54,obstruction
0.10,1.09,0.17,189.80,obstruction
0.11,1.09,0.18,196.25,obstruction
0.10,1.09,0.18,187.27,obstruction
0.10,1.10,0.21,195.94,obstruction
0.09,1.10,0.22,197.24,obstruction
0.07,1.09,0.18,196.10,obstruction
0.08,1.09,0.19,195.55,obstruction
0.09,1.09,0.22,201.50,obstruction
0.07,1.08,0.19,201.05,obstruction
0.07,1.09,0.17,201.77,obstruction
0.08,1.09,0.19,199.84,obstruction
0.09,1.10,0.18,201.52,obstruction
0.07,1.09,0.18,203.71,obstruction
0.08,1.08,0.14,207.15,obstruction
0.09,1.10,0.18,210.38,obstruction
0.10,1.10,0.19,211.86,obstruction
0.10,1.09,0.15,208.61,obstruction
0.10,1.09,0.13,206.95,obstruction
0.10,1.08,0.17,210.83,obstruction
0.10,1.10,0.18,210.34,obstruction
0.08,1.08,0.11,208.29,obstruction
0.08,1.09,0.12,208.67,obstruction
0.11,1.10,0.18,206.29,obstruction
0.10,1.09,0.12,215.39,obstruction
0.08,1.10,0.13,218.32,obstruction
0.08,1.09,0.12,210.89,obstruction
0.08,1.09,0.10,212.39,obstruction
0.09,1.09,0.14,217.10,obstruction
0.09,1.09,0.13,219.60,obstruction
0.07,1.10,0.10,217.97,obstruction
0.07,1.09,0.11,217.09,obstruction
0.07,1.10,0.10,219.09,obstruction
0.09,1.09,0.14,217.80,obstruction
0.06,1.09,0.09,213.35,obstruction
0.07,1.09,0.08,210.90,obstruction
0.07,1.09,0.12,211.20,obstruction
0.07,1.09,0.10,214.65,obstruction
0.07,1.09,0.10,219.60,obstruction
0.08,1.09,0.11,219.12,obstruction
0.09,1.09,0.12,213.34,obstruction
0.08,1.09,0.12,212.07,obstruction
0.06,1.08,0.09,206.11,obstruction
0.06,1.09,0.07,202.15,obstruction
0.06,1.09,0.10,197.68,obstruction
0.06,1.09,0.09,199.39,obstruction
0.05,1.09,0.08,199.64,obstruction
0.05,1.09,0.07,198.02,obstruction
0.05,1.09,0.08,192.79,obstruction
0.05,1.09,0.07,195.94,obstruction
0.05,1.09,0.06,190.60,obstruction
0.06,1.09,0.09,186.50,obstruction
0.07,1.08,0.09,186.67,obstruction
0.08,1.09,0.10,177.11,obstruction
0.11,1.09,0.16,180.21,obstruction
0.12,1.08,0.16,186.18,obstruction
0.12,1.09,0.15,188.46,obstruction
0.14,1.09,0.22,191.28,obstruction
0.11,1.11,0.26,195.27,obstruction
0.09,1.10,0.23,195.73,obstruction
0.09,1.10,0.25,198.92,obstruction
0.08,1.09,0.21,200.41,obstruction
0.08,1.12,0.17,201.60,obstruction
0.07,1.08,0.16,201.70,obstruction
0.11,1.11,0.17,201.55,obstruction
0.11,1.11,0.21,206.70,obstruction
0.11,1.08,0.14,206.58,obstruction
0.12,1.09,0.14,212.09,obstruction
0.13,1.11,0.17,210.72,obstruction
0.12,1.09,0.18,216.53,obstruction
0.09,1.11,0.15,215.37,obstruction
0.07,1.10,0.15,216.98,obstruction
0.07,1.09,0.11,219.92,obstruction
0.08,1.10,0.15,226.38,obstruction
0.07,1.09,0.12,228.67,obstruction
0.08,1.10,0.11,231.63,obstruction
0.07,1.10,0.12,228.67,obstruction
0.06,1.09,0.10,222.06,obstruction
0.08,1.10,0.15,229.50,obstruction
0.07,1.09,0.12,231.18,obstruction
0.07,1.10,0.12,232.29,obstruction
0.07,1.09,0.11,228.39,obstruction
0.06,1.09,0.10,231.10,obstruction
0.08,1.09,0.11,230.00,obstruction
0.08,1.10,0.13,229.65,obstruction
0.06,1.09,0.08,225.12,obstruction
0.04,1.09,0.05,219.36,obstruction
0.04,1.09,0.04,216.08,obstruction
0.04,1.09,0.04,210.39,obstruction
0.04,1.09,0.04,208.97,obstruction
0.04,1.09,0.05,200.69,obstruction
0.08,1.09,0.10,203.39,obstruction
0.10,1.08,0.18,203.30,obstruction
0.07,1.10,0.16,199.92,obstruction
0.07,1.10,0.15,203.04,obstruction
0.11,1.07,0.19,203.79,obstruction
0.10,1.11,0.21,207.30,obstruction
0.14,1.10,0.18,206.90,obstruction
0.13,1.09,0.17,206.82,obstruction
0.10,1.11,0.13,209.29,obstruction
0.11,1.07,0.19,207.92,obstruction
0.11,1.11,0.16,210.23,obstruction
0.09,1.10,0.10,209.69,obstruction
0.10,1.09,0.15,213.60,obstruction
0.10,1.08,0.16,214.55,obstruction
0.08,1.11,0.14,216.72,obstruction
0.07,1.08,0.11,216.29,obstruction
0.06,1.10,0.11,224.24,obstruction
0.10,1.09,0.14,220.00,obstruction
0.08,1.11,0.14,226.92,obstruction
0.10,1.09,0.13,230.91,obstruction
0.09,1.11,0.11,233.83,obstruction
0.07,1.11,0.13,233.62,obstruction
0.08,1.10,0.12,234.43,obstruction
0.07,1.09,0.13,236.74,obstruction
0.07,1.09,0.13,239.40,obstruction
0.07,1.08,0.14,237.85,obstruction
0.07,1.10,0.13,240.17,obstruction
0.08,1.10,0.13,239.91,obstruction
0.08,1.09,0.15,239.71,obstruction
0.11,1.10,0.17,246.48,obstruction
0.06,1.10,0.14,245.99,obstruction
0.05,1.08,0.09,243.02,obstruction
0.05,1.09,0.05,232.78,obstruction
0.04,1.09,0.05,231.44,obstruction
0.04,1.09,0.04,222.72,obstruction
0.04,1.09,0.05,216.79,obstruction
0.06,1.09,0.06,215.84,obstruction
0.05,1.09,0.05,208.27,obstruction
0.06,1.09,0.08,206.79,obstruction
0.06,1.09,0.09,206.57,obstruction
0.07,1.09,0.11,201.91,obstruction
0.06,1.08,0.09,199.93,obstruction
0.07,1.09,0.11,194.79,obstruction
0.07,1.09,0.13,198.07,obstruction
0.05,1.09,0.11,197.23,obstruction
0.07,1.08,0.09,196.87,obstruction
0.07,1.09,0.12,195.78,obstruction
0.06,1.09,0.12,192.82,obstruction
0.06,1.09,0.07,197.68,obstruction
0.07,1.09,0.10,190.82,obstruction
0.06,1.08,0.11,189.06,obstruction
0.05,1.09,0.07,189.30,obstruction
0.07,1.09,0.09,178.45,obstruction
0.09,1.09,0.12,179.53,obstruction
0.07,1.09,0.09,180.09,obstruction
0.09,1.09,0.13,174.47,obstruction
0.10,1.09,0.15,181.83,obstruction
0.05,1.08,0.09,183.54,obstruction
0.07,1.09,0.09,176.32,obstruction
0.08,1.09,0.12,178.14,obstruction
0.05,1.08,0.08,179.77,obstruction
0.07,1.09,0.09,178.23,obstruction
0.08,1.09,0.12,178.57,obstruction
0.06,1.08,0.07,178.71,obstruction
0.07,1.09,0.10,172.83,obstruction
0.11,1.09,0.14,178.74,obstruction
0.07,1.09,0.08,184.02,obstruction
0.09,1.09,0.13,190.46,obstruction
0.11,1.09,0.12,193.33,obstruction
0.08,1.09,0.08,199.51,obstruction
0.11,1.08,0.14,196.71,obstruction
0.10,1.09,0.13,194.88,obstruction
0.08,1.09,0.10,203.79,obstruction
0.08,1.09,0.13,197.94,obstruction
0.11,1.09,0.14,193.82,obstruction
0.08,1.09,0.10,201.89,obstruction
0.09,1.09,0.15,199.02,obstruction
0.10,1.09,0.16,196.78,obstruction
0.07,1.09,0.10,204.99,obstruction
0.08,1.09,0.13,201.97,obstruction
0.10,1.10,0.14,201.14,obstruction
0.07,1.09,0.11,205.19,obstruction
0.07,1.09,0.14,199.57,obstruction
0.08,1.09,0.15,192.16,obstruction
0.07,1.09,0.11,200.88,obstruction
0.08,1.09,0.14,201.17,obstruction
0.10,1.09,0.14,205.83,obstruction
0.08,1.09,0.11,209.82,obstruction
0.08,1.08,0.15,203.88,obstruction
0.09,1.09,0.13,200.72,obstruction
0.06,1.08,0.10,205.58,obstruction
0.09,1.08,0.14,204.44,obstruction
0.08,1.09,0.15,195.87,obstruction
0.06,1.09,0.10,201.79,obstruction
0.08,1.09,0.12,201.89,obstruction
0.08,1.09,0.12,198.72,obstruction
0.06,1.09,0.09,199.06,obstruction
0.07,1.09,0.11,203.31,obstruction
0.09,1.09,0.13,198.95,obstruction
0.07,1.09,0.10,192.43,obstruction
0.06,1.09,0.12,204.44,obstruction
0.09,1.09,0.16,202.42,obstruction
0.07,1.09,0.11,206.01,obstruction
0.07,1.09,0.12,210.20,obstruction
0.10,1.09,0.16,203.60,obstruction
0.08,1.09,0.11,200.53,obstruction
0.06,1.09,0.10,203.39,obstruction
0.09,1.09,0.15,203.54,obstruction
0.07,1.09,0.11,195.97,obstruction
0.06,1.09,0.10,198.34,obstruction
0.10,1.09,0.14,198.94,obstruction
0.07,1.09,0.11,198.72,obstruction
0.07,1.09,0.10,201.81,obstruction
0.10,1.09,0.15,201.98,obstruction
0.07,1.09,0.11,198.49,obstruction
0.06,1.09,0.10,200.30,obstruction
0.10,1.09,0.14,200.82,obstruction
0.07,1.09,0.10,198.14,obstruction
0.06,1.09,0.09,200.79,obstruction
0.10,1.09,0.14,203.85,obstruction
0.08,1.09,0.10,199.55,obstruction
0.07,1.09,0.10,196.07,obstruction
0.10,1.09,0.15,196.79,obstruction
0.07,1.09,0.10,195.12,obstruction
0.07,1.09,0.11,200.03,obstruction
0.11,1.09,0.15,200.52,obstruction
0.07,1.09,0.09,197.21,obstruction
0.08,1.09,0.10,204.45,obstruction
0.10,1.09,0.14,199.38,obstruction
0.07,1.08,0.09,200.26,obstruction
0.09,1.09,0.11,208.26,obstruction
0.12,1.09,0.15,201.15,obstruction
0.08,1.09,0.10,193.75,obstruction
0.10,1.09,0.12,202.98,obstruction
0.11,1.09,0.16,199.81,obstruction
0.08,1.09,0.11,199.53,obstruction
0.10,1.09,0.14,206.92,obstruction
0.12,1.09,0.17,202.88,obstruction
0.08,1.09,0.13,194.87,obstruction
0.06,1.09,0.12,200.93,obstruction
0.10,1.09,0.17,203.79,obstruction
0.07,1.09,0.12,200.22,obstruction
0.07,1.09,0.12,204.34,obstruction
0.09,1.09,0.14,210.07,obstruction
0.07,1.08,0.12,204.96,obstruction
0.07,1.09,0.12,201.00,obstruction
0.08,1.09,0.14,200.05,obstruction
0.06,1.09,0.09,202.30,obstruction
0.07,1.08,0.11,200.28,obstruction
0.09,1.09,0.17,201.61,obstruction
0.08,1.09,0.14,210.03,obstruction
0.07,1.09,0.11,206.59,obstruction
0.08,1.09,0.15,203.07,obstruction
0.08,1.09,0.15,200.71,obstruction
0.06,1.08,0.11,204.96,obstruction
0.08,1.09,0.17,204.60,obstruction
0.09,1.09,0.17,203.33,obstruction
0.07,1.09,0.12,202.19,obstruction
0.08,1.09,0.15,208.47,obstruction
0.08,1.09,0.18,208.66,obstruction
0.06,1.09,0.13,205.70,obstruction
0.07,1.09,0.13,206.43,obstruction
0.08,1.09,0.16,206.01,obstruction
0.07,1.09,0.14,209.76,obstruction
0.07,1.09,0.12,208.90,obstruction
0.09,1.09,0.17,200.90,obstruction
0.07,1.09,0.17,195.78,obstruction
0.06,1.09,0.13,196.36,obstruction
0.08,1.09,0.15,189.91,obstruction
0.08,1.09,0.16,192.18,obstruction
0.06,1.09,0.13,192.14,obstruction
0.08,1.09,0.14,192.62,obstruction
0.07,1.10,0.16,193.41,obstruction
0.06,1.08,0.13,193.20,obstruction
0.08,1.09,0.12,197.68,obstruction
0.08,1.08,0.15,198.84,obstruction
0.06,1.09,0.15,195.07,obstruction
0.06,1.10,0.10,190.28,obstruction
0.08,1.10,0.12,193.64,obstruction
0.09,1.09,0.17,193.05,obstruction
0.06,1.08,0.13,190.17,obstruction
0.07,1.09,0.12,189.34,obstruction
0.08,1.10,0.15,192.62,obstruction
0.06,1.08,0.13,188.46,obstruction
0.06,1.09,0.10,188.95,obstruction
0.08,1.08,0.12,191.98,obstruction
0.07,1.09,0.12,194.76,obstruction
0.07,1.09,0.10,190.93,obstruction
0.07,1.09,0.12,190.89,obstruction
0.07,1.09,0.13,187.45,obstruction
0.06,1.09,0.09,184.25,obstruction
0.07,1.09,0.13,190.32,obstruction
0.07,1.09,0.12,187.66,obstruction
0.05,1.09,0.08,187.56,obstruction
0.07,1.09,0.10,183.55,obstruction
0.09,1.09,0.13,184.55,obstruction
0.05,1.09,0.09,185.08,obstruction
0.06,1.09,0.11,179.49,obstruction
0.08,1.09,0.14,177.97,obstruction
0.06,1.09,0.09,186.23,obstruction
0.06,1.09,0.11,184.79,obstruction
0.08,1.08,0.13,185.47,obstruction
0.05,1.09,0.08,182.96,obstruction
0.07,1.09,0.12,181.98,obstruction
0.06,1.09,0.11,178.22,obstruction
0.05,1.09,0.08,187.16,obstruction
0.07,1.09,0.11,186.33,obstruction
0.07,1.09,0.11,188.86,obstruction
0.06,1.09,0.08,187.93,obstruction
0.07,1.09,0.11,186.77,obstruction
0.08,1.08,0.09,191.26,obstruction
0.06,1.09,0.07,187.90,obstruction
0.08,1.08,0.12,186.85,obstruction
0.07,1.09,0.07,183.83,obstruction
0.05,1.09,0.07,187.06,obstruction
0.08,1.08,0.09,188.88,obstruction
0.06,1.09,0.06,191.99,obstruction
0.07,1.09,0.10,185.55,obstruction
0.08,1.09,0.09,193.42,obstruction
0.06,1.09,0.07,192.51,obstruction
0.09,1.09,0.12,196.28,obstruction
0.08,1.09,0.08,187.92,obstruction
0.06,1.09,0.09,194.81,obstruction
0.08,1.09,0.11,197.00,obstruction
0.06,1.09,0.07,188.10,obstruction
0.06,1.09,0.10,191.58,obstruction
0.07,1.09,0.08,185.44,obstruction
0.06,1.09,0.08,188.87,obstruction
0.08,1.09,0.10,182.46,obstruction
0.06,1.09,0.08,189.20,obstruction
0.07,1.09,0.11,188.08,obstruction
0.08,1.09,0.11,196.89,obstruction
0.06,1.09,0.08,190.37,obstruction
0.07,1.09,0.11,189.33,obstruction
0.07,1.09,0.08,187.77,obstruction
0.07,1.09,0.10,183.31,obstruction
0.07,1.09,0.10,184.53,obstruction
0.07,1.09,0.08,184.29,obstruction
0.07,1.09,0.11,190.14,obstruction
0.06,1.09,0.07,183.85,obstruction
0.06,1.09,0.07,193.32,obstruction
0.07,1.09,0.10,185.81,obstruction
0.06,1.09,0.07,186.73,obstruction
0.06,1.09,0.08,187.84,obstruction
0.06,1.09,0.08,183.55,obstruction
0.06,1.09,0.09,189.57,obstruction
0.06,1.09,0.11,178.49,obstruction
0.06,1.09,0.08,181.39,obstruction
0.08,1.09,0.12,185.45,obstruction
0.05,1.08,0.09,182.25,obstruction
0.07,1.08,0.10,190.50,obstruction
0.07,1.09,0.14,183.17,obstruction
0.06,1.09,0.09,193.84,obstruction
0.07,1.08,0.11,185.39,obstruction
0.07,1.09,0.11,188.92,obstruction
0.07,1.09,0.09,194.06,obstruction
0.07,1.09,0.12,185.58,obstruction
0.07,1.09,0.08,196.92,obstruction
0.08,1.09,0.12,191.63,obstruction
0.09,1.09,0.12,193.44,obstruction
0.07,1.09,0.09,187.15,obstruction
0.08,1.09,0.12,190.35,obstruction
0.07,1.09,0.08,183.07,obstruction
0.06,1.09,0.09,180.49,obstruction
0.07,1.09,0.10,187.69,obstruction
0.06,1.09,0.07,182.32,obstruction
0.07,1.09,0.11,186.24,obstruction
0.06,1.09,0.08,184.62,obstruction
