rms_x,rms_y,rms_z,pw,label
0.03,1.09,0.05,193.63,bearing
0.03,1.09,0.05,192.61,bearing
0.03,1.09,0.05,196.48,bearing
0.03,1.09,0.05,188.09,bearing
0.03,1.09,0.05,191.57,bearing
0.03,1.09,0.05,190.09,bearing
0.03,1.09,0.05,189.74,bearing
0.03,1.09,0.05,194.10,bearing
0.03,1.09,0.05,198.47,bearing
0.03,1.09,0.05,198.76,bearing
0.03,1.09,0.05,198.41,bearing
0.03,1.09,0.05,198.80,bearing
0.03,1.09,0.05,196.05,bearing
0.03,1.09,0.05,198.75,bearing
0.03,1.09,0.05,199.75,bearing
0.03,1.09,0.05,200.70,bearing
0.03,1.09,0.05,204.90,bearing
0.03,1.09,0.05,202.38,bearing
0.03,1.09,0.05,202.49,bearing
0.03,1.09,0.05,198.84,bearing
0.03,1.08,0.05,199.10,bearing
0.03,1.09,0.05,200.65,bearing
0.03,1.09,0.05,200.35,bearing
0.03,1.09,0.05,200.75,bearing
0.03,1.09,0.05,204.05,bearing
0.03,1.09,0.05,208.80,bearing
0.03,1.09,0.05,210.90,bearing
0.03,1.09,0.05,210.22,bearing
0.03,1.09,0.05,208.44,bearing
0.03,1.09,0.05,211.87,bearing
0.03,1.09,0.05,209.78,bearing
0.03,1.09,0.05,208.29,bearing
0.03,1.09,0.05,208.27,bearing
0.03,1.09,0.04,212.44,bearing
0.03,1.09,0.05,214.32,bearing
0.03,1.09,0.05,213.13,bearing
0.03,1.09,0.05,208.64,bearing
0.03,1.09,0.05,208.80,bearing
0.03,1.09,0.05,207.05,bearing
0.03,1.08,0.06,206.82,bearing
0.03,1.09,0.05,212.06,bearing
0.03,1.09,0.05,221.21,bearing
0.03,1.09,0.05,219.10,bearing
0.03,1.09,0.05,216.83,bearing
0.03,1.09,0.05,214.24,bearing
0.03,1.09,0.05,208.57,bearing
0.03,1.09,0.05,207.01,bearing
0.03,1.09,0.05,207.48,bearing
0.03,1.09,0.05,205.91,bearing
0.03,1.09,0.05,208.63,bearing
0.03,1.09,0.05,212.72,bearing
0.03,1.09,0.05,213.78,bearing
0.03,1.09,0.05,209.49,bearing
0.03,1.09,0.05,207.25,bearing
0.03,1.09,0.05,203.42,bearing
0.03,1.09,0.05,201.59,bearing
0.03,1.09,0.05,206.44,bearing
0.03,1.09,0.05,206.62,bearing
0.03,1.09,0.05,206.01,bearing
0.03,1.09,0.05,202.51,bearing
0.03,1.09,0.05,201.33,bearing
0.03,1.09,0.05,205.91,bearing
0.03,1.09,0.05,208.61,bearing
0.03,1.09,0.05,208.83,bearing
0.03,1.09,0.05,204.46,bearing
0.03,1.09,0.05,201.98,bearing
0.03,1.09,0.05,203.07,bearing
0.03,1.09,0.05,203.41,bearing
0.03,1.09,0.05,204.13,bearing
0.03,1.09,0.05,202.11,bearing
0.03,1.09,0.05,202.56,bearing
0.03,1.09,0.05,204.15,bearing
0.03,1.09,0.05,206.55,bearing
0.03,1.09,0.05,211.53,bearing
0.03,1.09,0.05,210.96,bearing
0.03,1.09,0.05,211.28,bearing
0.03,1.09,0.05,207.12,bearing
0.03,1.09,0.05,204.71,bearing
0.03,1.09,0.05,208.80,bearing
0.03,1.09,0.05,206.73,bearing
0.03,1.09,0.05,205.26,bearing
0.03,1.09,0.05,205.06,bearing
0.03,1.09,0.05,205.50,bearing
0.03,1.09,0.05,204.48,bearing
0.03,1.09,0.05,209.61,bearing
0.03,1.09,0.05,208.96,bearing
0.03,1.09,0.05,206.33,bearing
0.03,1.09,0.05,211.69,bearing
0.03,1.09,0.05,214.34,bearing
0.03,1.09,0.05,221.82,bearing
0.03,1.09,0.05,225.19,bearing
0.03,1.09,0.05,220.74,bearing
0.03,1.09,0.05,217.35,bearing
0.03,1.09,0.05,212.87,bearing
0.03,1.09,0.05,212.56,bearing
0.03,1.09,0.05,210.58,bearing
0.03,1.09,0.05,207.12,bearing
0.03,1.09,0.05,211.06,bearing
0.03,1.09,0.05,211.05,bearing
0.03,1.09,0.05,211.88,bearing
0.03,1.09,0.05,213.69,bearing
0.03,1.09,0.05,209.59,bearing
0.03,1.09,0.05,210.02,bearing
0.03,1.09,0.05,211.11,bearing
0.03,1.09,0.05,213.26,bearing
0.03,1.09,0.05,211.00,bearing
0.03,1.09,0.05,211.78,bearing
0.03,1.09,0.05,214.59,bearing
0.03,1.09,0.05,210.84,bearing
0.03,1.09,0.05,213.17,bearing
0.03,1.09,0.05,209.46,bearing
0.03,1.09,0.05,211.28,bearing
0.03,1.09,0.05,209.62,bearing
0.03,1.09,0.05,210.58,bearing
0.03,1.09,0.05,213.57,bearing
0.03,1.09,0.05,212.23,bearing
0.03,1.09,0.05,209.24,bearing
0.03,1.09,0.05,213.92,bearing
0.03,1.09,0.05,213.69,bearing
0.03,1.09,0.05,216.12,bearing
0.03,1.09,0.05,218.66,bearing
0.03,1.09,0.05,215.50,bearing
0.03,1.09,0.05,210.63,bearing
0.03,1.09,0.05,214.31,bearing
0.03,1.09,0.05,222.73,bearing
0.03,1.09,0.05,219.42,bearing
0.03,1.09,0.05,219.53,bearing
0.03,1.09,0.05,219.62,bearing
0.03,1.09,0.05,219.58,bearing
0.03,1.09,0.05,222.09,bearing
